IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
028971-27022023,27-Feb-23,2023,10,KINGSTON UPON THAMES,518850,166950,162.0,Surbiton,inf,inf,51.3891558711156,-0.2933010757312314,Surbiton,51.3922498,-0.3005909,37.25,55948.0,17534.126772379575,613.1555182188309,0-3min
177110-12112023,12-Nov-23,2023,0,NEWHAM,539750,180950,443.0,Poplar,51.51043452887053,0.012535644036151629,51.51020287243422,0.01241014356256766,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1964.0270753015693,6-9min
177824-13112023,13-Nov-23,2023,0,GREENWICH,546050,177650,175.0,Plumstead,51.47873454793338,0.10175424359291252,51.478959183996444,0.10176457142161906,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,1208.5737042831406,0-3min
156103-07102023,07-Oct-23,2023,23,WALTHAM FOREST,536550,188750,282.0,Walthamstow,inf,inf,51.58107602817429,-0.03064814442545555,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,1004.2600971351596,3-6min
188057-30112023,30-Nov-23,2023,15,WANDSWORTH,526250,172350,575.0,Wimbledon,inf,inf,51.43608970777757,-0.1850845566992565,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,2444.4194740598837,9-12min
046536-04042023,04-Apr-23,2023,7,MERTON,524050,171050,316.0,Wimbledon,51.42492716843547,-0.21653897593141702,51.42489185521611,-0.21717324977210786,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,1683.651796918012,3-6min
084144-11062023,11-Jun-23,2023,15,WESTMINSTER,529850,181150,140.0,Soho,51.51412929898318,-0.1297255277706421,51.514359935993404,-0.1300908035119737,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,232.17395359407928,0-3min
155705-07102023,07-Oct-23,2023,12,REDBRIDGE,541950,191150,750.0,Walthamstow,51.60168672847768,0.04765809639634839,51.601308501160766,0.04820425153865417,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,5374.676166794467,12-15min
097471-02072023,02-Jul-23,2023,0,SUTTON,525850,164450,314.0,Sutton,51.365408580544866,-0.19328169576603751,51.3651802267183,-0.19363545188609452,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,1313.9093992556702,3-6min
098504-03072023,03-Jul-23,2023,16,HAMMERSMITH AND FULHAM,523750,178850,218.0,Hammersmith,51.4947376114098,-0.21842557942324353,51.49505740948504,-0.21875885866504519,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,431.0700498043836,3-6min
135481-04092023,04-Sep-23,2023,21,LEWISHAM,536650,172750,318.0,Forest Hill,inf,inf,51.43727351819365,-0.03540085315050596,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,880.2309273589017,3-6min
066629-13052023,13-May-23,2023,0,ISLINGTON,530050,185650,418.0,Holloway,inf,inf,51.55475367418638,-0.12554963171904024,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1002.9870960149851,6-9min
148339-24092023,24-Sep-23,2023,18,HAMMERSMITH AND FULHAM,522150,179750,332.0,Hammersmith,51.503602329453024,-0.2421426190024209,51.503493539781324,-0.24148400161623568,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,1497.5242913867173,3-6min
051094-13042023,13-Apr-23,2023,9,ENFIELD,535250,196150,227.0,Enfield,51.64801621141737,-0.0467999856097397,51.647886081861564,-0.0465453907847743,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,1430.03769698337,3-6min
172388-04112023,04-Nov-23,2023,11,BARNET,524850,195450,300.0,Barnet,inf,inf,51.64399860593833,-0.19702911592251987,Barnet,51.64717,-0.18591,86.74,97160.0,16095.505140908866,846.6830812279833,3-6min
061629-03052023,03-May-23,2023,16,CROYDON,532750,169450,346.0,Norbury,inf,inf,51.40854423059251,-0.092711479167699,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,1994.9686236954942,3-6min
068319-16052023,16-May-23,2023,7,KINGSTON UPON THAMES,521150,167950,225.0,New Malden,inf,inf,51.397657478922234,-0.25992121653756145,New Malden,51.3991327,-0.2479471,37.25,55948.0,14638.373642315508,849.3451877723616,3-6min
172847-05112023,05-Nov-23,2023,1,CAMDEN,531150,181750,399.0,Shoreditch,51.519690322214366,-0.1108746850944384,51.5194518612322,-0.11114400569949914,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1996.0572658162391,6-9min
136755-06092023,06-Sep-23,2023,19,ENFIELD,535150,197750,201.0,Enfield,inf,inf,51.662287706795,-0.04737196719647295,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,373.55083653140156,3-6min
144726-18092023,18-Sep-23,2023,19,MERTON,526050,171450,332.0,Wimbledon,inf,inf,51.428045836480806,-0.18828032287528929,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,1532.6823525165169,3-6min
166424-25102023,25-Oct-23,2023,0,WESTMINSTER,529650,180550,367.0,Lambeth,51.50943642673999,-0.13318898243929836,51.50901382385673,-0.1331918461410815,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,5183.9576879227925,6-9min
134304-03092023,03-Sep-23,2023,1,HILLINGDON,507250,178750,194.0,Hayes,51.49796264167425,-0.4567335678848148,51.49752628105484,-0.4563737349566576,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,1784.1171088979313,3-6min
011361-23012023,23-Jan-23,2023,18,HARINGEY,531450,189650,322.0,Hornsey,51.590253737859115,-0.10358891118198996,51.590375223055965,-0.10387258211062982,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,1672.0376173128693,3-6min
012871-26012023,26-Jan-23,2023,16,HACKNEY,533650,185250,468.0,Homerton,inf,inf,51.550318574520325,-0.07380614247775533,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,2132.366898560911,6-9min
200714-22122023,22-Dec-23,2023,0,WESTMINSTER,527050,181450,259.0,Paddington,inf,inf,51.51769200804197,-0.17031191942204713,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,925.4416713892574,3-6min
001661-04012023,04-Jan-23,2023,10,HARROW,515650,188450,340.0,Harrow,51.58321937898094,-0.33201181394464296,51.58305169120227,-0.33223446095856773,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,2531.603243919178,3-6min
133232-01092023,01-Sep-23,2023,8,WESTMINSTER,528150,181950,335.0,Euston,inf,inf,51.52193715584316,-0.15428555786664802,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,1754.6328029583128,3-6min
153737-03102023,03-Oct-23,2023,21,LAMBETH,529550,174850,326.0,Brixton,inf,inf,51.45781239917396,-0.13672111874285975,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,1830.3343517010362,3-6min
179474-15112023,15-Nov-23,2023,18,CROYDON,531650,166750,249.0,Norbury,inf,inf,51.38453627385811,-0.10951859375193505,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,2609.336067450093,3-6min
072289-23052023,23-May-23,2023,14,HILLINGDON,511850,182350,482.0,Southall,inf,inf,51.5289922060769,-0.3889937730127253,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,2197.3585519577946,6-9min
022136-13022023,13-Feb-23,2023,16,GREENWICH,543850,175350,258.0,Eltham,51.45917919288992,0.06917135772231704,51.45885545525892,0.06917111040687374,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,1162.937925712829,3-6min
055141-21042023,21-Apr-23,2023,10,HAVERING,551350,188750,355.0,Romford,51.57699269746459,0.1833411707327884,51.577299659929174,0.18279299866846357,Romford,51.593238,0.183295,112.27,65506.0,23562.433272317823,1806.6166458375048,3-6min
024763-18022023,18-Feb-23,2023,13,WALTHAM FOREST,536450,190850,181.0,Walthamstow,51.59955335390726,-0.03158159255984368,51.599970855484976,-0.03127474405484769,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,1110.778484992145,3-6min
162971-19102023,19-Oct-23,2023,5,HAMMERSMITH AND FULHAM,523350,178750,148.0,Hammersmith,51.49420331830216,-0.22410792146675193,51.4942460246898,-0.2245528443262594,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,211.62482561926288,0-3min
006861-15012023,15-Jan-23,2023,17,WANDSWORTH,527650,171250,358.0,Tooting,51.426079368951,-0.16534287972638087,51.42589064268472,-0.16535043853911124,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,1331.4249737514365,3-6min
126050-19082023,19-Aug-23,2023,22,WESTMINSTER,525450,182550,183.0,North Kensington,inf,inf,51.527934907841704,-0.19296787654836606,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1662.002310983681,3-6min
063962-07052023,07-May-23,2023,21,HAMMERSMITH AND FULHAM,525450,177650,159.0,Fulham,inf,inf,51.48389868655064,-0.1947091846235876,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,793.5098555038413,0-3min
154897-05102023,05-Oct-23,2023,21,NEWHAM,539950,180750,301.0,Poplar,51.50843166835119,0.01553129229777718,51.50835623954166,0.015210925900311076,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,2187.9051929349343,3-6min
050048-11042023,11-Apr-23,2023,1,HILLINGDON,507750,174450,512.0,Feltham,51.45855465454973,-0.45029009227281186,51.458782022582156,-0.4504839128928918,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,2543.8449034365253,6-9min
083976-11062023,11-Jun-23,2023,11,HARROW,512250,188950,151.0,Harrow,inf,inf,51.588232305976206,-0.3811250884187053,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,1068.6671760061136,0-3min
198939-18122023,18-Dec-23,2023,20,LEWISHAM,537150,171450,388.0,Forest Hill,inf,inf,51.42547068551047,-0.028714828618616645,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,2205.0790412428023,6-9min
159268-13102023,13-Oct-23,2023,0,BRENT,521150,183950,291.0,Park Royal,inf,inf,51.54145504910031,-0.25444181480180145,Park Royal,51.53585,-0.26473,43.24,112973.0,10026.497376766112,947.8487618094846,3-6min
192117-07122023,07-Dec-23,2023,10,LEWISHAM,536550,171950,422.0,Lewisham,inf,inf,51.43010858065099,-0.037146829915251756,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,3397.022489812861,6-9min
150042-27092023,27-Sep-23,2023,17,WALTHAM FOREST,537450,188950,242.0,Walthamstow,inf,inf,51.58265465339536,-0.01758908820505011,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,1059.3260715516221,3-6min
154717-05102023,05-Oct-23,2023,16,ENFIELD,535450,195150,392.0,Edmonton,inf,inf,51.6388519837986,-0.04404325120207752,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,2165.2852697935564,6-9min
148709-25092023,25-Sep-23,2023,13,GREENWICH,546650,181050,479.0,Plumstead,51.50977621213758,0.1113539607472952,51.50935433048349,0.11181002725742806,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,2849.852609350228,6-9min
203510-27122023,27-Dec-23,2023,3,HOUNSLOW,511050,174450,201.0,Feltham,51.4584419742768,-0.4036852447675488,51.458144952918886,-0.4030046839736785,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,752.5237812711155,3-6min
089201-18062023,18-Jun-23,2023,23,HARINGEY,534350,190450,248.0,Tottenham,inf,inf,51.59688076254421,-0.061729634757475976,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,833.215994732056,3-6min
104901-14072023,14-Jul-23,2023,2,WESTMINSTER,529450,180550,318.0,Soho,51.50918481978734,-0.13546175733819174,51.509059633713456,-0.13607211859431798,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,449.6038934149697,3-6min
155538-07102023,07-Oct-23,2023,2,NEWHAM,543550,183950,436.0,Plaistow,51.53639576260063,0.06840344495545315,51.536207828356616,0.06835166513082298,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,3131.1263549866603,6-9min
049853-10042023,10-Apr-23,2023,15,HAVERING,555050,189250,339.0,Hornchurch,51.581214973448894,0.23609870020621535,51.580787205745594,0.23636638145451616,Hornchurch,51.564543,0.220518,112.27,65506.0,24937.73983853701,2148.4555715348583,3-6min
163607-20102023,20-Oct-23,2023,4,TOWER HAMLETS,534250,181850,248.0,Whitechapel,inf,inf,51.51962290387383,-0.06645307391906113,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,518.9576492050928,3-6min
040638-22032023,22-Mar-23,2023,20,ISLINGTON,532450,184350,269.0,Shoreditch,inf,inf,51.54251352139713,-0.09144142899141258,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1835.4800501506281,3-6min
100248-06072023,06-Jul-23,2023,16,ISLINGTON,531750,184750,188.0,Islington,51.54626700316926,-0.10163975669443849,51.54627179140284,-0.10137995151782507,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,709.3381372013212,3-6min
111460-25072023,25-Jul-23,2023,11,SOUTHWARK,535450,178750,209.0,Deptford,51.491669611121196,-0.04990305223900435,51.49147933359352,-0.05035773765113321,Deptford,51.48489956,-0.03380805,35.15,74952.0,6948.464184782571,1346.6811383061702,3-6min
021135-11022023,11-Feb-23,2023,16,KENSINGTON AND CHELSEA,527950,179350,297.0,Chelsea,inf,inf,51.49861678577532,-0.15810930213967267,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,1637.96098487281,3-6min
158113-11102023,11-Oct-23,2023,7,BROMLEY,545750,163550,154.0,Orpington,51.35252465052151,0.09187962743478369,51.35233979526066,0.09165577844359525,Orpington,51.37216313,0.11087098,150.15,82458.0,22327.869024727424,2552.4426996757434,0-3min
139381-10092023,10-Sep-23,2023,7,BARKING AND DAGENHAM,550550,184350,242.0,Dagenham,inf,inf,51.537980059176185,0.16937457381269763,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,2549.424228834349,3-6min
065694-11052023,11-May-23,2023,6,SOUTHWARK,532350,178550,327.0,Old Kent Road,inf,inf,51.49041549293491,-0.09505849123696981,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,1534.610912358906,3-6min
153961-04102023,04-Oct-23,2023,10,HILLINGDON,504950,175350,313.0,Heathrow,51.46747516933825,-0.4902852597808034,51.46739705278486,-0.49050379280416617,Heathrow,51.4803,-0.45864,115.7,76198.0,23132.63518837176,2619.4845598927227,3-6min
122804-14082023,14-Aug-23,2023,12,WALTHAM FOREST,537450,189350,335.0,Walthamstow,inf,inf,51.58624903233047,-0.017432627531488838,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,808.2439439143656,3-6min
027360-24022023,24-Feb-23,2023,5,HACKNEY,533650,186850,331.0,Stoke Newington,inf,inf,51.5646966366196,-0.07319855730375718,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,373.74291435258687,3-6min
189744-03122023,03-Dec-23,2023,5,HARINGEY,531550,189450,344.0,Hornsey,51.58880916774767,-0.10211885125416628,51.5885546274383,-0.10250479401940621,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,1741.9206020471454,3-6min
131162-28082023,28-Aug-23,2023,19,BARNET,528450,190750,298.0,Hornsey,inf,inf,51.60095177278499,-0.1467515380208448,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,2099.80779744588,3-6min
160143-14102023,14-Oct-23,2023,11,NEWHAM,544050,180850,205.0,Barking,inf,inf,51.50822543546893,0.07428946536194492,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,2605.3911816328014,3-6min
042887-27032023,27-Mar-23,2023,18,BROMLEY,542350,171450,364.0,Eltham,inf,inf,51.42418964275666,0.04602821557290723,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,3092.9353671752956,6-9min
061260-02052023,02-May-23,2023,21,BROMLEY,535050,168450,273.0,Woodside,inf,inf,51.399015212440574,-0.060042645644718916,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,1473.1960681604912,3-6min
112686-27072023,27-Jul-23,2023,12,RICHMOND UPON THAMES,518050,174850,310.0,Richmond,51.46037601541403,-0.30196027234939576,51.46032500693503,-0.30216369636783286,Richmond,51.4674124,-0.2849489,57.41,97616.0,11771.22733156341,1415.936283536575,3-6min
114102-29072023,29-Jul-23,2023,20,WESTMINSTER,526950,181850,340.0,Paddington,inf,inf,51.52130920980885,-0.17160839734789618,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,801.6908951131984,3-6min
196386-14122023,14-Dec-23,2023,15,LAMBETH,532850,171050,840.0,Norbury,inf,inf,51.42289939345568,-0.09067550745353836,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,2779.816833744688,12-15min
086483-14062023,14-Jun-23,2023,18,HARINGEY,533650,191150,266.0,Tottenham,inf,inf,51.60333747738487,-0.07156317086327528,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,1190.2100549796112,3-6min
106607-17072023,17-Jul-23,2023,1,WESTMINSTER,528750,181550,367.0,Soho,51.51791560781339,-0.14561266894985594,51.51820614331445,-0.14578824492644046,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1113.781061705784,6-9min
157541-10102023,10-Oct-23,2023,10,WESTMINSTER,525750,181550,220.0,Paddington,51.51866073272974,-0.18869377387912342,51.518881312581925,-0.1890021246666586,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,427.86885711789864,3-6min
126277-20082023,20-Aug-23,2023,10,KENSINGTON AND CHELSEA,526750,178650,226.0,Chelsea,inf,inf,51.49259603957378,-0.1756385503112546,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,641.3861888824644,3-6min
178949-14112023,14-Nov-23,2023,20,WESTMINSTER,525750,181350,226.0,Paddington,inf,inf,51.51708392427576,-0.1890734181067163,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,544.9266977867667,3-6min
054955-20042023,20-Apr-23,2023,23,LEWISHAM,537850,173950,288.0,Lewisham,inf,inf,51.447766459331945,-0.01768054858747999,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1051.2313778724613,3-6min
173514-05112023,05-Nov-23,2023,22,HARROW,515450,189350,268.0,Harrow,inf,inf,51.59118143228031,-0.33482401869900263,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,2184.2603986494887,3-6min
002923-07012023,07-Jan-23,2023,3,BARKING AND DAGENHAM,548050,188850,394.0,Dagenham,inf,inf,51.57907380174796,0.13524758126033506,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,2639.7307266015996,6-9min
028571-26022023,26-Feb-23,2023,12,ISLINGTON,531750,182050,190.0,Islington,51.52234164158939,-0.1018709242216999,51.52200831268849,-0.10238930532844692,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,1954.9418308574811,3-6min
034282-10032023,10-Mar-23,2023,6,KINGSTON UPON THAMES,519050,165250,472.0,Surbiton,51.37362849180985,-0.2910193403437955,51.37383499843716,-0.2909972828825541,Surbiton,51.3922498,-0.3005909,37.25,55948.0,17534.126772379575,2176.897552015287,6-9min
006390-14012023,14-Jan-23,2023,16,SOUTHWARK,534250,179750,128.0,Dockhead,inf,inf,51.50075161805228,-0.06725192775413726,Dockhead,51.50061865,-0.07079419,28.85,102125.0,3995.727280892831,246.41730644602373,0-3min
126397-20082023,20-Aug-23,2023,15,WALTHAM FOREST,539550,187750,487.0,Leyton,51.5709188468017,0.012550765084905246,51.5713561007815,0.012223741028372894,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,2232.454787933168,6-9min
074239-26052023,26-May-23,2023,21,KINGSTON UPON THAMES,520550,168050,282.0,New Malden,inf,inf,51.398683917830965,-0.2685077216716473,New Malden,51.3991327,-0.2479471,37.25,55948.0,14638.373642315508,1431.7674666958658,3-6min
121625-12082023,12-Aug-23,2023,10,WESTMINSTER,528150,181450,404.0,Soho,inf,inf,51.51744377324478,-0.1544672132483345,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1651.0135638080885,6-9min
200369-21122023,21-Dec-23,2023,12,HILLINGDON,506350,180150,178.0,Hillingdon,inf,inf,51.510279675298406,-0.4689122597375559,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,2708.3639013576703,0-3min
173301-05112023,05-Nov-23,2023,18,NEWHAM,539750,182550,355.0,Stratford,inf,inf,51.52458028864021,0.013044006398172396,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,2075.0310733440665,3-6min
076886-31052023,31-May-23,2023,7,KINGSTON UPON THAMES,517850,169450,306.0,Kingston,51.41174896237826,-0.3072135816437007,51.411833441314144,-0.3068365863228201,Kingston,51.4293729,-0.3091976,37.25,55948.0,15278.913526276205,1965.4957297003684,3-6min
